orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score,memory_utilization_percent
GEO,35786.0,1.67,65.61,2.88,1.35,2,1.23,8.87,124.73,256.49,512.0,77.36,57.67,7.39,1.4,67.9,1.66,20.2,HIGH,40.67,50.095703125
MEO,16676.71,49.79,63.1,1.45,0.54,4,4.09,45.73,107.3,464.93,512.0,32.19,35.19,4.81,4.78,59.99,4.41,0.0,HIGH,35.82,90.806640625
SSO,518.44,98.43,61.0,3.67,0.94,2,1.56,51.63,80.66,465.06,512.0,53.32,33.51,4.83,1.73,65.91,1.81,48.33,LOW,77.3,90.83203125
LEO,563.02,90.46,71.87,2.44,0.76,1,1.04,6.91,405.29,471.47,512.0,42.53,73.67,1.17,1.01,67.76,1.27,91.46,HIGH,44.47,92.083984375
LEO,521.27,74.22,94.67,2.57,0.83,3,2.01,53.24,227.51,200.55,512.0,38.25,40.63,8.99,2.03,95.12,2.31,0.0,HIGH,29.48,39.169921875
SSO,660.52,98.51,49.72,1.45,1.17,1,0.83,27.38,275.93,296.07,512.0,24.58,47.47,2.08,1.31,53.26,1.42,47.9,LOW,78.3,57.826171875
MEO,5982.59,53.04,58.02,1.3,0.98,5,5.98,34.16,351.47,190.2,512.0,70.04,29.98,6.48,6.86,61.12,6.56,0.0,HIGH,15.76,37.1484375
MEO,12518.93,48.48,44.66,2.15,0.14,4,2.04,31.33,99.47,48.97,512.0,71.12,35.15,2.76,2.47,47.69,2.48,25.9,MEDIUM,68.6,9.564453125
LEO,697.82,90.04,32.19,1.36,0.3,1,0.61,36.86,125.6,302.84,512.0,33.32,27.6,2.5,0.8,30.31,0.98,32.47,MEDIUM,53.0,59.14843749999999
MEO,14652.14,51.9,74.42,2.13,1.79,5,2.83,31.65,183.48,197.55,512.0,79.71,48.08,9.06,3.08,76.07,3.09,0.0,HIGH,22.64,38.583984375
SSO,619.94,97.95,94.28,1.06,1.06,2,1.04,59.37,227.01,242.46,512.0,26.71,37.04,2.03,1.76,97.51,1.37,88.9,LOW,94.88,47.35546875
GEO,35786.0,1.46,97.71,1.14,0.15,4,4.23,56.0,124.7,105.69,512.0,60.75,78.87,7.45,4.76,97.95,4.73,0.0,HIGH,27.99,20.642578125
SSO,780.2,98.31,46.83,3.8,0.03,1,0.64,33.64,133.5,419.36,512.0,93.65,40.55,7.27,1.31,42.67,1.06,42.32,HIGH,28.83,81.90625
SSO,602.82,97.54,64.97,3.77,0.68,2,1.54,38.98,110.06,233.0,512.0,86.64,49.04,2.28,2.19,66.0,2.01,80.29,HIGH,34.6,45.5078125
SSO,664.67,97.53,54.06,2.25,1.48,4,1.67,30.16,322.76,414.62,512.0,20.13,73.04,6.91,1.66,48.54,1.98,0.0,HIGH,30.82,80.98046875
LEO,475.29,40.36,96.17,1.27,0.1,1,1.11,7.47,407.51,317.86,512.0,65.28,45.53,7.1,1.64,99.26,1.32,50.3,LOW,87.14,62.08203125
GEO,35786.0,4.21,67.56,3.22,0.81,4,2.84,6.13,328.34,131.32,512.0,23.04,43.03,3.36,3.15,60.7,3.18,36.6,MEDIUM,66.51,25.6484375
GEO,35786.0,1.5,36.64,3.89,1.57,1,0.97,43.8,163.0,191.4,512.0,66.91,22.21,8.02,1.05,41.34,1.36,12.45,HIGH,16.21,37.3828125
GEO,35786.0,4.47,65.89,1.59,1.11,5,2.41,40.9,336.99,57.4,512.0,71.06,53.88,3.26,2.65,68.82,2.65,28.96,MEDIUM,52.56,11.2109375
MEO,5763.12,50.87,42.92,4.49,0.33,1,1.02,33.16,246.98,382.35,512.0,92.11,60.16,6.58,1.72,36.29,1.49,32.95,HIGH,44.08,74.677734375
SSO,617.75,97.79,49.86,0.86,1.7,5,5.28,36.7,338.84,52.41,512.0,81.39,22.14,7.05,5.59,50.89,5.54,0.0,HIGH,27.79,10.236328125
SSO,610.23,97.78,54.33,3.4,1.57,3,2.45,50.07,384.46,420.33,512.0,25.33,65.35,4.89,3.03,53.64,2.69,9.68,HIGH,25.88,82.095703125
GEO,35786.0,0.34,60.48,2.1,1.56,5,3.64,12.1,333.51,332.31,512.0,58.37,27.97,1.41,3.7,63.76,4.08,48.19,LOW,99.65,64.904296875
SSO,770.64,98.41,47.16,1.73,0.46,1,0.65,30.53,432.84,390.06,512.0,84.2,40.06,4.37,1.28,42.58,1.16,35.09,MEDIUM,52.42,76.18359375
MEO,8973.53,58.85,41.4,3.52,1.71,4,3.63,37.86,410.6,320.17,512.0,78.23,23.39,5.85,3.76,39.55,3.99,0.0,HIGH,10.96,62.533203125
MEO,10161.99,51.54,94.95,1.79,1.58,2,0.99,54.23,231.82,268.57,512.0,58.93,44.74,5.57,1.77,87.41,1.59,58.87,LOW,80.56,52.455078125
LEO,857.68,59.16,71.43,0.68,0.92,2,1.66,32.36,134.24,292.59,512.0,20.98,63.74,3.71,1.97,63.72,2.0,31.46,MEDIUM,48.28,57.14648437499999
GEO,35786.0,3.97,49.41,2.97,0.24,2,0.88,37.28,339.74,33.3,512.0,93.02,23.69,8.42,1.68,45.46,1.47,4.6,HIGH,23.53,6.503906249999999
GEO,35786.0,0.55,77.73,1.64,0.29,4,3.54,52.67,298.21,334.48,512.0,49.61,53.19,8.84,3.74,72.22,4.02,0.0,HIGH,28.19,65.328125
SSO,597.57,97.23,35.59,3.07,0.66,4,3.75,33.55,358.99,306.35,512.0,87.42,23.88,7.99,3.87,31.53,4.23,0.0,HIGH,18.1,59.83398437500001
SSO,753.64,98.04,64.1,2.69,0.13,3,1.37,7.79,412.21,56.19,512.0,28.89,23.68,8.47,2.01,60.92,1.9,0.0,HIGH,11.56,10.974609375
SSO,628.13,97.12,98.0,4.23,1.66,1,0.93,50.41,288.56,273.02,512.0,18.67,32.93,9.55,1.41,95.47,1.43,59.64,LOW,94.83,53.32421875
GEO,35786.0,2.44,60.66,2.21,0.07,3,2.69,27.91,212.18,19.28,512.0,44.85,24.33,3.95,3.31,53.8,3.15,6.42,HIGH,10.01,3.765625
LEO,489.43,92.9,50.51,2.64,1.37,1,0.67,10.64,360.11,321.44,512.0,29.25,31.03,4.29,0.62,51.93,0.95,55.67,LOW,75.19,62.78125
MEO,10273.91,52.93,86.08,2.55,0.18,4,2.43,7.05,435.72,309.24,512.0,37.53,21.65,3.82,2.67,85.78,2.91,44.25,MEDIUM,48.06,60.3984375
SSO,762.37,98.35,91.36,1.88,1.38,4,3.13,24.54,443.19,267.35,512.0,20.77,59.36,4.52,3.42,88.16,3.54,10.18,HIGH,21.51,52.21679687500001
GEO,35786.0,0.84,32.44,1.28,1.34,1,0.86,50.02,351.02,330.04,512.0,92.34,27.2,6.41,1.5,30.41,1.24,0.0,HIGH,29.9,64.4609375
SSO,562.27,98.22,40.98,1.78,1.39,3,2.75,49.18,398.48,447.8,512.0,62.44,20.47,8.1,3.43,38.75,3.16,0.0,HIGH,23.94,87.4609375
GEO,35786.0,4.3,89.51,3.69,1.32,4,1.73,11.45,399.82,190.84,512.0,80.83,58.3,6.15,2.17,87.74,1.98,54.74,MEDIUM,52.23,37.2734375
GEO,35786.0,4.75,34.05,0.75,0.51,4,3.43,47.5,81.46,132.47,512.0,82.16,32.93,4.43,4.08,34.31,3.88,0.0,HIGH,25.73,25.873046875
SSO,621.29,97.76,66.64,1.99,0.75,1,0.53,6.06,253.01,88.65,512.0,48.76,27.03,6.24,0.56,67.19,0.76,59.92,LOW,81.55,17.314453125
GEO,35786.0,3.67,59.31,1.3,0.58,3,2.59,36.36,113.57,149.49,512.0,78.08,57.54,5.83,2.85,56.24,2.91,0.0,HIGH,22.07,29.197265625
LEO,414.17,74.69,92.52,2.09,0.03,2,1.41,58.63,420.37,180.89,512.0,90.8,41.52,1.52,1.81,89.58,1.74,100.0,HIGH,17.67,35.330078125
SSO,789.85,98.09,61.09,0.67,0.13,3,2.65,39.85,207.28,318.56,512.0,65.98,34.97,9.93,3.25,65.0,2.92,0.0,HIGH,21.75,62.21875
LEO,341.26,32.43,48.05,4.1,0.01,4,3.33,22.4,424.8,327.49,512.0,59.85,22.99,6.41,3.81,48.03,3.65,0.0,HIGH,19.77,63.962890625
GEO,35786.0,0.8,69.19,2.34,1.11,2,0.88,42.04,99.21,302.94,512.0,63.29,57.39,2.14,1.57,69.67,1.33,78.81,MEDIUM,74.99,59.16796875
SSO,758.12,98.65,64.3,2.33,1.43,3,2.41,58.08,84.36,109.57,512.0,90.14,40.18,4.37,3.18,65.63,2.82,12.08,HIGH,24.41,21.400390625
LEO,823.68,91.36,57.61,1.65,0.89,2,2.05,52.67,265.96,463.49,512.0,92.78,50.28,5.64,2.32,60.09,2.43,0.0,HIGH,18.36,90.525390625
SSO,788.97,97.08,56.5,0.65,0.04,2,1.76,43.01,210.13,79.95,512.0,10.67,24.56,2.0,2.68,53.44,2.3,34.4,MEDIUM,45.59,15.615234375
MEO,15697.09,46.26,71.04,4.16,0.81,2,1.69,20.89,339.49,304.47,512.0,80.12,33.93,6.6,1.62,75.88,2.0,35.17,MEDIUM,65.68,59.46679687500001
GEO,35786.0,0.14,56.75,3.09,0.93,1,0.46,18.09,278.22,143.42,512.0,44.87,43.17,1.48,0.96,51.13,0.74,86.72,LOW,88.54,28.011718749999996
LEO,579.15,71.39,34.13,3.82,0.85,2,1.4,25.93,140.8,437.09,512.0,90.01,72.47,7.85,1.84,29.51,1.99,0.0,HIGH,17.63,85.369140625
MEO,3311.96,54.98,60.31,3.12,0.86,2,2.3,45.35,332.48,253.9,512.0,12.58,77.91,8.2,2.55,56.76,2.79,0.0,HIGH,10.23,49.58984375
SSO,695.75,97.05,94.88,2.84,0.96,1,0.76,27.9,177.41,237.9,512.0,94.41,57.71,3.93,1.6,98.25,1.23,97.69,HIGH,33.28,46.46484375
MEO,4019.04,46.58,47.0,3.2,1.55,1,0.47,48.42,84.58,123.65,512.0,58.94,39.07,1.25,1.03,47.89,0.72,79.55,LOW,97.81,24.150390625
MEO,12652.47,49.38,84.47,3.68,1.12,2,1.89,17.79,333.39,411.5,512.0,92.3,77.01,4.71,2.63,89.43,2.33,57.12,HIGH,30.34,80.37109375
SSO,691.28,98.53,92.17,0.88,1.26,3,2.14,20.06,345.56,173.71,512.0,34.63,38.78,9.24,2.43,90.03,2.56,0.0,HIGH,26.0,33.927734375
LEO,645.76,85.31,36.36,3.46,1.61,2,0.92,14.71,87.08,326.79,512.0,19.87,77.24,4.24,1.37,39.73,1.14,46.54,HIGH,11.36,63.82617187500001
GEO,35786.0,4.46,54.19,3.58,0.29,2,2.13,13.55,440.21,89.99,512.0,43.38,78.4,7.26,2.46,58.48,2.73,0.0,HIGH,44.27,17.576171875
LEO,841.41,39.65,66.23,3.68,0.99,3,2.22,36.2,260.42,392.58,512.0,28.1,26.0,3.85,2.47,62.26,2.73,41.96,MEDIUM,54.58,76.67578125
GEO,35786.0,4.36,55.24,1.68,1.63,1,1.03,33.71,318.97,220.91,512.0,90.87,34.97,7.87,1.09,51.26,1.36,5.54,HIGH,23.87,43.146484375
MEO,2778.32,59.88,52.6,4.45,1.61,5,2.84,22.55,112.63,456.19,512.0,21.54,61.16,2.62,3.3,56.53,3.3,49.74,MEDIUM,52.03,89.099609375
GEO,35786.0,2.8,96.56,2.33,0.74,2,1.27,50.79,277.34,324.05,512.0,79.95,47.27,4.29,1.56,98.94,1.82,73.84,MEDIUM,70.4,63.291015625
GEO,35786.0,0.56,84.39,2.37,1.13,4,2.3,41.07,256.77,362.17,512.0,21.44,40.26,5.03,2.44,77.41,2.72,23.74,HIGH,26.5,70.736328125
SSO,632.99,98.84,52.32,3.84,0.89,4,3.73,6.12,298.13,212.42,512.0,23.7,35.26,5.09,4.48,47.01,4.12,0.0,HIGH,24.65,41.48828125
LEO,329.47,70.02,62.58,0.73,1.71,3,1.86,18.53,380.43,303.43,512.0,30.74,27.3,5.68,2.57,55.73,2.35,0.0,HIGH,38.76,59.263671875
MEO,15383.39,45.18,67.57,2.71,0.56,3,2.81,32.18,357.34,284.49,512.0,76.22,56.88,1.17,3.16,69.99,3.27,75.24,MEDIUM,56.47,55.564453125
LEO,673.51,85.81,79.26,0.78,1.68,1,1.17,27.07,326.85,258.09,512.0,12.71,78.61,9.99,1.72,83.15,1.57,0.0,HIGH,34.93,50.40820312499999
LEO,956.12,66.33,52.08,1.83,1.06,5,5.86,22.48,201.23,201.39,512.0,90.89,20.76,3.9,6.69,52.35,6.41,0.0,HIGH,10.25,39.333984375
LEO,495.89,68.35,70.79,2.23,0.01,1,1.17,57.19,153.04,403.72,512.0,90.31,34.46,7.65,1.82,65.04,1.51,22.44,HIGH,17.99,78.8515625
MEO,11112.33,48.94,64.19,3.16,0.47,1,1.14,33.44,383.8,16.47,512.0,29.3,58.74,6.0,1.93,68.67,1.53,42.41,MEDIUM,59.13,3.216796875
SSO,732.79,98.15,47.64,4.4,1.01,2,1.66,23.26,108.76,305.66,512.0,46.5,40.45,2.66,2.33,42.25,2.17,62.99,LOW,87.73,59.69921875000001
LEO,892.68,39.23,42.14,2.65,0.57,3,1.55,20.87,361.98,87.17,512.0,56.07,30.67,2.47,1.95,46.61,1.95,42.65,MEDIUM,66.98,17.025390625
SSO,596.31,97.17,91.23,1.82,0.89,2,2.38,16.83,385.5,294.07,512.0,23.03,75.1,6.12,2.65,88.94,2.7,5.77,HIGH,43.73,57.435546875
LEO,345.18,40.02,69.59,2.65,1.74,3,2.26,13.52,260.56,30.5,512.0,91.19,43.43,5.77,2.49,62.5,2.61,3.65,HIGH,29.67,5.95703125
LEO,897.42,90.75,47.1,2.34,0.26,1,0.73,48.42,73.48,347.5,512.0,89.58,21.97,7.08,1.08,43.81,1.19,20.55,HIGH,16.72,67.87109375
LEO,306.28,43.32,97.54,3.81,1.67,1,0.92,55.12,374.63,199.74,512.0,19.56,57.28,2.71,0.98,100.0,1.14,100.0,MEDIUM,58.52,39.01171875
MEO,13264.07,57.61,48.16,2.26,0.63,3,1.86,30.53,446.71,442.21,512.0,11.18,72.82,9.64,2.31,47.02,2.21,0.0,HIGH,11.07,86.369140625
MEO,17403.02,59.71,74.72,0.62,0.11,1,0.62,58.77,358.95,417.92,512.0,94.95,54.01,5.59,1.51,78.71,1.12,41.44,HIGH,37.97,81.625
SSO,726.88,97.15,81.78,1.69,0.79,2,1.29,49.47,361.83,413.5,512.0,55.05,43.9,7.14,2.07,79.33,1.74,21.14,HIGH,41.73,80.76171875
MEO,13409.93,47.83,93.69,0.64,0.61,2,1.84,32.21,199.43,87.01,512.0,84.33,26.13,3.37,2.25,90.57,2.22,52.75,MEDIUM,49.46,16.994140625
MEO,2046.4,49.66,86.5,3.85,0.72,5,3.86,5.98,439.86,199.17,512.0,68.59,42.93,8.54,4.23,82.95,4.44,0.0,HIGH,37.26,38.900390625
GEO,35786.0,4.76,71.53,2.16,1.59,5,2.28,51.47,425.08,252.68,512.0,27.09,63.62,7.21,3.01,76.4,2.66,0.0,HIGH,31.56,49.3515625
LEO,653.95,50.61,91.87,1.27,0.8,2,1.61,35.73,369.08,151.0,512.0,38.34,52.33,8.92,2.04,85.95,1.9,0.0,HIGH,16.06,29.4921875
MEO,17186.79,46.02,83.87,0.6,0.21,2,1.87,8.47,147.07,227.33,512.0,49.13,52.94,3.47,1.99,77.97,2.31,38.91,MEDIUM,54.3,44.400390625
SSO,735.32,98.06,99.06,2.9,0.78,4,4.12,57.64,137.06,115.52,512.0,32.73,25.28,9.43,4.48,100.0,4.52,0.0,HIGH,37.57,22.5625
GEO,35786.0,2.25,74.55,0.83,1.72,3,2.38,16.86,58.3,267.06,512.0,30.85,48.2,5.47,3.05,69.81,2.7,0.0,HIGH,17.62,52.16015625
MEO,17812.42,56.11,89.64,2.58,1.36,4,2.31,23.74,194.67,422.46,512.0,46.33,33.3,5.55,2.57,93.28,2.81,19.09,HIGH,19.34,82.51171875
LEO,648.27,57.99,53.34,2.06,1.71,2,1.88,49.45,362.71,268.77,512.0,44.58,32.27,2.48,2.11,53.89,2.28,41.3,MEDIUM,68.2,52.494140625
LEO,430.24,77.68,88.81,2.69,1.67,3,2.63,41.92,441.62,183.13,512.0,38.49,69.58,3.18,3.41,90.09,3.22,54.52,HIGH,40.18,35.767578125
MEO,14290.29,45.09,86.19,0.58,1.58,4,2.83,54.63,333.77,442.74,512.0,38.7,63.54,1.68,3.61,88.44,3.23,57.86,MEDIUM,60.22,86.47265625
GEO,35786.0,0.54,70.89,1.01,1.79,5,4.7,36.35,137.34,190.02,512.0,10.27,74.52,6.3,5.26,64.65,5.05,0.0,HIGH,29.77,37.11328125
MEO,17078.54,48.34,40.98,1.79,1.63,3,1.95,47.13,324.31,370.24,512.0,56.52,77.1,4.59,1.88,44.93,2.22,0.0,HIGH,24.11,72.3125
SSO,701.82,98.04,98.89,1.6,0.04,3,2.43,10.98,153.59,417.06,512.0,48.17,38.01,4.69,2.69,97.81,2.91,29.57,MEDIUM,55.69,81.45703125
LEO,923.24,86.84,33.38,2.97,1.13,5,2.66,35.71,188.51,317.39,512.0,58.13,23.06,3.17,3.28,33.07,3.23,2.52,HIGH,34.22,61.990234375
GEO,35786.0,2.53,35.03,1.64,0.86,3,1.36,41.98,303.16,216.35,512.0,27.84,48.29,9.14,1.97,36.52,1.83,0.0,HIGH,10.35,42.255859375
SSO,621.93,97.1,65.8,4.13,1.48,5,2.84,41.6,263.78,380.59,512.0,43.53,75.75,5.89,3.55,68.22,3.44,0.0,HIGH,27.6,74.333984375
LEO,586.79,71.0,90.01,1.14,1.55,5,3.26,6.65,284.27,101.73,512.0,33.49,45.83,1.81,3.78,94.0,3.64,60.78,LOW,99.44,19.869140625
GEO,35786.0,0.15,34.76,2.67,1.45,5,4.34,13.89,325.89,271.98,512.0,40.87,61.01,6.16,4.71,38.18,4.58,0.0,HIGH,14.14,53.12109375
SSO,755.73,97.86,71.49,1.21,0.79,2,1.87,28.24,96.16,299.44,512.0,19.2,50.42,5.04,2.07,67.64,2.21,13.74,HIGH,18.64,58.484375
LEO,577.33,60.36,70.51,1.79,0.83,4,1.95,33.6,229.11,30.6,512.0,34.83,41.5,2.62,2.68,64.37,2.33,52.34,LOW,77.54,5.9765625
LEO,616.11,97.46,80.77,1.39,0.62,4,3.02,54.11,136.5,332.43,512.0,48.12,44.9,5.62,3.14,82.66,3.31,0.0,HIGH,17.35,64.927734375
MEO,9602.74,56.83,69.75,2.6,1.39,2,1.16,7.1,318.49,120.9,512.0,92.01,22.17,7.72,2.0,61.93,1.64,18.77,HIGH,28.96,23.61328125
GEO,35786.0,2.73,73.79,1.51,0.54,1,0.9,25.4,106.24,345.73,512.0,56.3,49.32,6.64,1.84,72.09,1.45,29.54,MEDIUM,71.31,67.525390625
SSO,507.97,98.19,94.98,1.07,1.62,3,2.61,48.32,281.04,385.31,512.0,59.13,50.78,1.82,3.08,91.8,3.13,70.8,MEDIUM,45.72,75.255859375
LEO,726.87,64.58,53.84,2.75,1.5,4,4.2,34.2,145.6,73.18,512.0,38.87,23.96,5.12,4.43,56.18,4.54,0.0,HIGH,18.53,14.292968750000002
LEO,543.8,39.19,71.28,4.17,0.38,4,3.72,59.04,441.27,193.73,512.0,74.83,50.15,9.21,4.32,73.04,4.16,0.0,HIGH,38.22,37.837890625
GEO,35786.0,0.35,82.35,2.12,0.98,5,5.71,13.82,414.49,224.22,512.0,55.55,78.25,2.53,5.88,82.67,6.04,8.49,HIGH,14.74,43.79296875
SSO,784.4,98.37,31.72,0.63,0.75,5,3.32,41.17,321.84,187.72,512.0,42.61,48.04,3.26,3.34,36.45,3.69,0.0,HIGH,40.34,36.6640625
SSO,509.35,97.3,96.6,3.91,1.1,2,1.6,23.84,416.53,75.96,512.0,18.65,64.1,4.26,2.12,92.47,1.94,89.64,MEDIUM,65.86,14.835937499999998
LEO,701.49,78.41,92.82,1.7,0.44,5,4.35,48.61,352.14,389.21,512.0,10.81,55.08,7.32,4.89,94.58,4.91,0.0,HIGH,31.81,76.017578125
SSO,761.56,98.57,60.2,1.17,0.11,5,5.99,21.07,61.88,16.7,512.0,67.64,73.88,4.84,6.55,62.6,6.58,0.0,HIGH,21.58,3.26171875
LEO,788.71,78.65,64.32,1.57,0.72,5,3.45,13.88,170.11,147.87,512.0,16.54,54.6,5.22,3.5,58.77,3.84,0.0,HIGH,16.85,28.880859375
MEO,8918.8,58.21,75.73,1.38,0.97,2,1.2,8.52,178.35,53.05,512.0,10.26,49.01,7.62,1.67,75.31,1.53,16.66,HIGH,39.01,10.361328125
SSO,754.62,98.5,89.71,3.88,0.73,3,1.59,11.33,145.87,51.29,512.0,28.59,45.81,3.11,1.98,88.28,1.91,97.54,LOW,83.37,10.017578125
SSO,544.37,97.42,77.36,3.67,0.52,5,2.68,34.08,411.3,17.23,512.0,72.38,46.82,3.84,3.05,76.11,3.27,39.96,MEDIUM,57.48,3.365234375
SSO,659.5,97.82,35.52,0.51,1.04,2,1.45,23.65,126.31,20.43,512.0,44.96,35.99,3.95,1.75,28.61,1.71,0.0,HIGH,24.17,3.990234375
SSO,717.87,98.3,78.63,4.33,0.05,2,1.29,7.81,387.57,395.51,512.0,62.46,39.93,5.87,2.18,75.51,1.82,61.07,LOW,84.96,77.248046875
SSO,616.83,97.04,99.78,2.11,0.3,2,2.3,18.53,272.45,121.4,512.0,53.54,38.06,9.34,2.9,98.86,2.75,0.0,HIGH,23.63,23.7109375
LEO,952.84,78.95,56.09,1.98,1.35,2,2.06,58.41,405.05,188.74,512.0,50.11,33.71,6.51,2.43,54.11,2.49,0.0,HIGH,19.09,36.86328125
GEO,35786.0,1.3,95.96,1.63,1.53,1,0.53,21.55,431.29,134.68,512.0,17.45,22.45,5.9,1.0,100.0,1.08,74.1,LOW,87.52,26.3046875
SSO,517.27,97.53,88.23,3.55,1.67,5,5.71,12.71,437.52,181.2,512.0,63.87,27.49,9.33,6.26,90.73,5.94,0.0,HIGH,15.57,35.390625
LEO,634.23,57.37,33.36,0.93,0.37,1,0.58,12.14,324.54,271.32,512.0,29.38,60.56,5.82,1.29,26.86,1.14,1.6,HIGH,30.98,52.9921875
LEO,841.68,61.17,78.4,1.41,1.1,5,5.51,47.12,362.91,133.19,512.0,38.0,78.59,4.64,5.54,71.87,5.71,0.0,HIGH,14.12,26.013671875
MEO,13160.01,46.96,84.45,3.66,1.6,1,1.01,42.57,218.62,479.04,512.0,44.08,56.9,2.67,1.4,85.01,1.29,100.0,MEDIUM,52.76,93.5625
LEO,404.45,65.49,39.49,1.32,1.58,3,1.56,51.71,438.32,132.62,512.0,37.78,33.39,9.13,1.76,43.12,2.08,0.0,HIGH,29.3,25.90234375
LEO,740.08,79.6,41.35,2.27,1.54,1,0.44,11.15,294.26,372.68,512.0,69.83,31.78,7.44,0.81,36.27,1.0,20.44,HIGH,39.09,72.7890625
SSO,614.98,98.91,47.27,2.36,1.32,1,0.89,18.21,77.15,449.71,512.0,58.34,27.66,6.96,1.32,47.57,1.18,22.32,HIGH,15.0,87.833984375
LEO,385.54,87.48,46.88,3.73,0.45,1,0.96,55.99,420.39,447.88,512.0,59.03,26.07,3.51,1.27,49.78,1.54,56.52,LOW,86.15,87.4765625
MEO,18663.16,47.39,85.03,3.24,0.49,1,1.16,42.05,89.4,366.35,512.0,40.88,63.77,3.86,1.99,84.96,1.66,82.31,MEDIUM,66.6,71.552734375
MEO,18815.67,45.2,31.05,1.79,1.74,5,3.05,24.29,407.15,135.26,512.0,74.08,25.55,9.15,3.4,25.66,3.28,0.0,HIGH,44.28,26.41796875
GEO,35786.0,4.86,86.78,3.19,1.49,1,0.62,25.17,165.37,76.49,512.0,19.69,53.97,2.49,0.84,79.39,0.98,100.0,MEDIUM,71.52,14.939453124999998
GEO,35786.0,2.79,75.94,4.11,1.0,3,2.34,31.24,363.01,452.99,512.0,63.34,43.82,1.41,2.93,74.83,2.72,100.0,LOW,81.11,88.474609375
MEO,11208.75,57.31,37.53,0.87,1.21,2,0.84,16.88,212.06,132.19,512.0,36.32,28.65,7.8,1.52,35.61,1.21,0.0,HIGH,40.06,25.818359375
LEO,695.47,84.43,84.57,2.22,1.39,2,1.3,15.76,56.12,186.11,512.0,88.6,75.91,2.81,1.69,79.52,1.87,76.95,HIGH,31.45,36.349609375
LEO,316.23,61.2,61.29,2.51,0.66,5,3.21,50.41,142.62,423.1,512.0,15.9,24.25,1.91,3.32,56.53,3.66,46.05,LOW,97.29,82.63671875
MEO,9727.16,54.16,58.42,1.9,1.07,3,2.18,22.41,447.58,402.08,512.0,33.62,50.13,8.99,2.49,61.89,2.67,0.0,HIGH,33.9,78.53125
SSO,799.74,97.27,78.81,2.61,0.7,4,3.75,36.05,167.64,105.06,512.0,92.62,35.35,5.28,4.28,81.22,4.05,0.0,HIGH,16.9,20.51953125
LEO,976.12,45.18,99.49,3.97,1.38,4,2.7,15.25,295.1,69.02,512.0,24.11,53.82,1.77,2.74,95.01,3.05,100.0,MEDIUM,52.08,13.48046875
LEO,758.67,49.1,32.4,1.89,0.88,3,3.33,22.35,376.42,291.08,512.0,77.39,20.79,3.53,3.62,24.73,3.63,0.0,HIGH,26.53,56.8515625
GEO,35786.0,2.3,58.28,2.79,0.37,1,1.12,29.86,124.8,257.84,512.0,73.39,66.94,7.73,1.04,57.5,1.38,22.31,HIGH,29.6,50.35937499999999
SSO,780.49,98.33,94.93,4.14,1.59,2,2.0,37.06,131.26,146.93,512.0,80.96,72.58,6.9,2.23,87.31,2.42,36.24,HIGH,41.71,28.697265625
LEO,817.65,89.47,47.79,1.71,0.93,5,3.31,5.5,297.16,252.6,512.0,75.37,71.19,4.08,3.83,49.05,3.75,0.0,HIGH,25.71,49.3359375
MEO,6085.85,55.76,34.52,1.37,1.2,3,1.69,39.69,320.85,191.7,512.0,45.82,65.35,2.92,2.52,38.42,2.21,9.03,HIGH,11.78,37.44140625
LEO,950.04,92.33,80.37,4.06,1.27,5,3.7,47.6,228.59,238.1,512.0,44.64,34.27,8.64,3.67,74.18,4.01,0.0,HIGH,19.6,46.50390625
LEO,743.71,90.82,37.71,1.03,0.29,1,0.54,12.2,50.64,26.74,512.0,30.31,73.3,5.93,0.93,33.01,1.0,11.38,HIGH,33.59,5.22265625
MEO,3322.44,48.4,78.2,3.19,1.09,5,3.52,20.97,230.95,268.9,512.0,45.26,52.38,6.31,4.08,83.18,4.07,0.0,HIGH,18.66,52.51953124999999
MEO,10955.74,57.1,41.22,2.43,1.35,4,2.93,35.06,266.24,391.34,512.0,20.11,71.55,1.66,2.98,39.12,3.13,36.52,HIGH,38.04,76.43359375
MEO,8678.8,56.76,65.18,1.33,1.32,3,1.36,17.0,130.38,464.6,512.0,62.26,27.97,4.59,1.55,59.9,1.68,31.01,MEDIUM,57.47,90.7421875
SSO,795.43,98.7,50.07,4.32,1.05,4,3.81,31.07,106.04,465.41,512.0,49.58,42.66,5.4,4.29,54.19,4.05,0.0,HIGH,36.5,90.900390625
LEO,565.16,73.14,31.74,4.01,0.36,2,0.94,14.69,370.5,223.58,512.0,17.73,65.14,5.68,0.92,24.62,1.15,37.48,HIGH,44.19,43.66796875
LEO,588.82,49.92,87.83,3.85,1.42,5,4.96,28.09,282.89,226.11,512.0,38.26,55.28,7.53,5.11,84.84,5.27,0.0,HIGH,27.15,44.162109375
GEO,35786.0,3.85,56.89,4.24,1.4,3,3.1,39.53,277.88,43.78,512.0,65.29,23.85,7.84,3.67,56.19,3.63,0.0,HIGH,16.72,8.55078125
