orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score
GEO,35786.0,1.96,78.03,0.69,0.99,5,2.33,42.52,388.05,201.77,512.0,63.83,55.37,5.0,2.51,75.64,2.69,0.0,HIGH,33.91
MEO,15697.09,46.26,71.04,4.16,0.81,2,1.69,20.89,339.49,304.47,512.0,80.12,33.93,6.6,1.62,75.88,2.0,35.17,MEDIUM,65.68
MEO,2621.28,52.05,94.33,1.31,0.62,4,3.34,36.5,415.55,455.34,512.0,14.27,73.66,4.31,3.47,97.17,3.57,10.27,HIGH,40.45
SSO,726.2,97.86,50.19,4.11,1.73,2,2.13,21.11,228.99,308.06,512.0,55.59,51.92,2.8,2.18,54.42,2.35,56.82,MEDIUM,53.61
LEO,553.35,30.29,48.42,4.21,1.73,3,3.21,57.32,138.09,142.52,512.0,61.92,44.01,7.67,3.24,42.79,3.43,0.0,HIGH,17.08
GEO,35786.0,1.46,97.71,1.14,0.15,4,4.23,56.0,124.7,105.69,512.0,60.75,78.87,7.45,4.76,97.95,4.73,0.0,HIGH,27.99
MEO,14440.31,51.58,81.71,2.32,0.37,5,4.59,41.36,129.03,269.87,512.0,29.3,23.0,7.55,5.36,75.88,5.07,0.0,HIGH,34.82
GEO,35786.0,4.11,90.78,1.99,1.33,4,1.93,42.27,350.66,115.67,512.0,65.77,55.33,7.62,2.73,94.08,2.44,0.0,HIGH,20.37
GEO,35786.0,3.18,60.38,3.03,1.73,2,1.92,7.96,53.83,44.37,512.0,12.14,30.19,8.8,2.08,60.05,2.15,0.0,HIGH,39.89
GEO,35786.0,3.25,80.74,4.21,0.93,2,1.79,52.21,87.83,63.38,512.0,59.14,48.41,4.73,2.63,74.2,2.38,58.01,LOW,96.1
GEO,35786.0,3.98,51.73,3.97,1.16,5,5.32,28.67,417.67,444.88,512.0,84.61,27.3,8.47,5.88,51.78,5.54,0.0,HIGH,33.53
SSO,688.41,97.6,73.04,3.89,0.6,2,1.63,43.63,96.99,83.04,512.0,84.42,70.56,4.71,2.19,71.07,2.13,54.39,HIGH,35.56
SSO,710.22,98.4,51.81,2.68,1.64,4,2.41,5.59,85.78,452.93,512.0,30.39,33.36,6.59,2.62,55.06,2.85,0.0,HIGH,20.89
MEO,3891.7,45.4,35.19,2.23,1.23,2,1.44,5.59,217.02,441.02,512.0,41.61,77.65,7.17,1.84,28.7,2.04,0.0,HIGH,27.24
LEO,962.46,58.65,65.44,4.42,1.11,3,3.38,17.15,312.72,291.28,512.0,46.88,43.21,6.35,4.0,64.19,3.7,0.0,HIGH,40.05
SSO,624.68,98.52,50.64,1.98,0.43,2,1.01,10.44,434.08,283.62,512.0,70.13,62.82,2.79,1.46,52.69,1.36,49.68,MEDIUM,63.76
MEO,19977.51,57.41,84.49,2.45,1.59,1,1.09,31.52,347.57,128.68,512.0,63.25,72.48,2.04,1.4,76.63,1.45,94.6,HIGH,35.0
GEO,35786.0,3.79,48.86,0.65,0.82,5,2.33,16.32,330.41,469.37,512.0,56.25,60.36,5.18,2.77,41.7,2.65,0.0,HIGH,21.85
LEO,336.43,84.01,48.45,4.1,1.19,2,1.41,58.81,66.37,230.92,512.0,26.96,38.77,9.02,1.98,40.85,1.63,2.27,HIGH,11.65
SSO,726.51,98.36,95.34,1.31,1.05,1,0.55,56.18,190.4,76.29,512.0,43.43,67.62,7.18,0.47,98.99,0.86,70.97,HIGH,23.3
LEO,397.02,90.79,45.98,2.31,1.18,4,3.31,33.31,197.81,200.46,512.0,61.14,35.8,3.22,3.95,45.83,3.68,0.0,HIGH,16.6
GEO,35786.0,3.99,83.97,2.21,0.21,2,1.75,32.79,249.14,226.51,512.0,37.33,60.35,1.13,2.17,85.04,2.34,93.34,MEDIUM,63.1
SSO,783.12,97.39,46.53,4.41,0.18,5,5.79,31.5,406.29,181.3,512.0,63.67,64.28,1.71,6.31,48.5,6.23,30.37,MEDIUM,73.07
SSO,603.74,98.82,73.11,1.23,1.58,5,2.63,35.38,428.7,156.08,512.0,28.07,69.77,6.86,3.41,77.58,3.15,0.0,HIGH,12.04
SSO,749.74,98.76,43.06,1.26,1.29,3,1.29,36.99,302.88,231.18,512.0,80.22,24.74,4.53,1.81,36.95,1.71,7.77,HIGH,27.4
SSO,724.01,97.65,58.94,2.76,0.78,1,1.03,49.21,218.0,191.78,512.0,58.7,57.5,6.84,1.51,61.98,1.51,24.94,HIGH,23.88
MEO,16407.29,53.82,38.82,1.98,0.67,4,3.56,41.69,309.37,72.08,512.0,42.89,29.64,8.48,3.83,38.49,3.89,0.0,HIGH,22.81
SSO,521.2,98.17,75.14,3.75,0.32,3,2.5,22.07,248.37,248.22,512.0,37.96,66.57,3.12,3.01,68.82,2.73,64.9,HIGH,12.61
LEO,404.03,33.86,47.4,4.32,0.21,4,3.09,37.39,221.81,162.81,512.0,62.61,64.91,3.21,2.98,41.2,3.38,28.77,MEDIUM,46.62
GEO,35786.0,1.99,87.44,3.28,1.68,5,3.77,23.78,192.35,319.09,512.0,61.35,40.26,6.8,4.0,87.33,4.21,0.0,HIGH,41.57
MEO,10990.87,50.13,48.9,0.82,0.28,4,3.05,19.82,156.81,315.61,512.0,53.61,74.01,5.18,3.49,45.44,3.49,0.0,HIGH,11.31
GEO,35786.0,0.8,44.23,3.48,0.27,3,2.44,51.45,229.32,328.03,512.0,83.9,71.57,9.25,2.86,45.2,2.92,0.0,HIGH,17.43
LEO,931.07,34.91,84.02,0.77,1.11,4,4.6,45.36,282.26,200.98,512.0,25.45,78.04,2.49,4.5,79.34,4.81,15.49,HIGH,43.67
GEO,35786.0,1.22,86.45,3.23,0.18,3,2.08,31.35,168.58,427.54,512.0,65.71,67.4,4.2,2.57,87.35,2.39,59.79,HIGH,29.42
LEO,476.98,81.23,72.69,1.87,0.22,2,1.52,21.73,259.34,192.92,512.0,37.74,76.15,2.18,1.87,66.61,2.07,65.68,HIGH,22.7
GEO,35786.0,3.87,31.82,0.59,0.16,2,0.82,47.78,249.74,26.12,512.0,89.67,63.52,4.0,0.89,27.16,1.04,11.88,HIGH,10.14
SSO,789.53,98.27,47.06,3.13,0.21,5,2.35,6.04,251.91,457.41,512.0,66.17,54.69,2.95,2.5,45.24,2.85,29.94,MEDIUM,72.23
LEO,439.19,80.44,62.33,4.47,0.54,4,1.85,24.6,190.78,351.76,512.0,47.92,48.74,9.74,2.4,65.34,2.35,0.0,HIGH,15.02
GEO,35786.0,3.36,47.0,3.4,0.33,5,5.54,20.27,264.49,126.52,512.0,84.4,71.12,8.58,6.0,40.02,6.05,0.0,HIGH,13.94
GEO,35786.0,3.16,88.91,0.6,0.42,4,3.46,57.62,291.89,460.8,512.0,71.48,73.93,9.2,4.05,93.51,3.95,0.0,HIGH,34.22
MEO,7316.66,49.86,35.24,3.2,0.24,4,3.54,5.95,395.76,247.17,512.0,80.92,30.6,1.52,4.03,37.83,3.8,35.94,MEDIUM,73.06
MEO,14250.23,57.93,74.22,2.7,0.12,1,0.7,53.87,392.43,212.42,512.0,43.87,24.18,4.41,0.95,71.31,0.91,80.45,LOW,95.82
LEO,591.98,75.13,97.4,3.76,1.28,1,0.58,18.26,310.39,228.79,512.0,87.75,74.14,1.22,0.91,91.75,1.04,100.0,HIGH,20.0
SSO,683.39,98.17,66.22,4.04,0.8,4,2.13,38.68,290.67,71.6,512.0,80.39,32.71,4.2,2.41,70.48,2.72,40.34,MEDIUM,67.62
SSO,584.95,98.97,33.23,3.52,0.48,4,2.2,47.13,254.98,460.92,512.0,65.37,44.85,2.39,2.35,30.27,2.74,32.8,MEDIUM,66.21
SSO,672.02,97.47,74.19,4.45,1.21,1,1.09,29.04,154.8,78.12,512.0,84.9,41.95,6.47,1.02,67.22,1.4,68.69,MEDIUM,68.46
GEO,35786.0,3.12,31.62,4.36,0.29,4,2.31,21.76,345.51,47.1,512.0,34.01,21.07,9.86,2.95,33.13,2.64,0.0,HIGH,32.24
SSO,585.13,97.46,32.84,3.24,0.46,5,2.88,56.88,221.17,375.12,512.0,18.96,66.75,6.89,3.29,31.83,3.26,0.0,HIGH,21.04
GEO,35786.0,1.15,92.36,3.22,0.47,5,5.48,40.26,251.85,255.12,512.0,39.07,61.18,3.23,6.21,86.49,5.88,7.75,HIGH,34.4
GEO,35786.0,0.95,61.78,3.84,1.28,2,1.8,27.4,326.99,16.55,512.0,81.59,60.1,9.89,2.33,63.02,2.04,0.0,HIGH,37.17
MEO,2401.96,48.98,73.41,1.89,1.12,4,2.61,45.85,245.0,40.19,512.0,52.25,79.06,9.25,3.54,78.4,3.2,0.0,HIGH,40.86
MEO,14255.94,45.64,38.77,0.75,0.8,4,2.3,53.58,145.25,443.62,512.0,38.78,65.78,6.12,2.91,31.68,2.71,0.0,HIGH,30.68
GEO,35786.0,2.96,96.36,2.82,0.61,3,1.71,42.2,147.06,130.8,512.0,82.23,54.25,9.06,1.79,100.0,2.11,5.91,HIGH,10.51
MEO,11634.27,55.4,92.25,1.79,1.48,4,2.45,27.71,171.41,380.33,512.0,46.88,32.4,9.22,3.26,96.08,3.03,0.0,HIGH,16.64
MEO,19512.95,51.91,80.25,3.38,0.45,1,0.73,45.14,289.08,418.12,512.0,86.26,46.84,1.28,1.5,84.03,1.28,100.0,HIGH,11.78
GEO,35786.0,2.23,50.25,3.97,1.01,1,1.07,24.42,60.65,270.03,512.0,20.15,48.37,2.48,1.44,55.17,1.47,74.17,LOW,76.36
GEO,35786.0,4.72,36.54,2.08,1.6,4,3.48,42.23,187.19,330.57,512.0,87.54,55.68,6.32,4.06,32.75,3.69,0.0,HIGH,28.28
SSO,730.63,97.44,60.29,3.53,0.56,3,3.18,56.64,441.8,312.04,512.0,64.47,22.15,1.85,3.86,64.25,3.53,60.19,LOW,98.17
SSO,606.05,98.95,73.83,2.46,1.01,5,2.03,59.46,214.76,295.48,512.0,43.56,28.83,6.09,2.3,77.67,2.28,12.91,HIGH,30.3
GEO,35786.0,4.54,53.6,0.96,1.73,5,5.36,45.88,289.49,280.88,512.0,57.08,23.66,8.65,5.63,45.71,5.8,0.0,HIGH,20.21
SSO,703.63,98.49,78.06,1.32,0.58,3,1.26,10.45,443.59,133.12,512.0,47.53,40.04,2.63,1.94,78.06,1.81,62.89,LOW,89.03
LEO,931.53,77.7,70.66,3.05,1.57,5,2.49,37.54,407.31,134.86,512.0,63.56,67.98,8.49,3.11,73.61,2.74,0.0,HIGH,35.29
MEO,3454.36,49.61,98.47,2.15,0.19,3,2.41,52.51,311.75,168.16,512.0,30.88,45.93,3.64,2.62,94.97,2.68,60.88,LOW,77.69
MEO,17550.24,57.35,64.18,0.74,0.41,4,3.3,48.39,447.99,205.63,512.0,44.65,42.01,2.24,3.12,59.2,3.5,21.87,HIGH,31.31
SSO,780.87,99.0,46.44,1.32,0.99,5,5.65,40.79,264.53,471.66,512.0,86.18,69.24,5.94,5.79,46.8,6.07,0.0,HIGH,29.6
MEO,10010.64,48.08,88.49,3.6,1.74,4,2.18,19.99,180.45,305.51,512.0,16.0,52.12,6.37,2.69,87.2,2.72,19.13,HIGH,32.51
MEO,11859.93,57.09,75.46,1.42,0.68,2,2.09,50.84,337.57,79.02,512.0,28.1,29.79,4.43,2.5,69.95,2.4,23.54,HIGH,20.37
LEO,591.97,59.83,99.18,4.0,1.73,2,2.26,34.25,375.05,243.42,512.0,49.35,67.02,4.35,2.64,97.85,2.85,66.53,HIGH,16.56
LEO,628.09,93.87,40.81,0.65,0.84,2,1.99,13.85,215.17,469.41,512.0,20.89,37.62,6.87,2.26,35.44,2.43,0.0,HIGH,25.28
LEO,896.03,53.69,57.9,2.78,1.07,2,1.16,7.07,263.0,15.72,512.0,11.24,33.16,4.73,1.65,62.03,1.61,41.61,MEDIUM,54.87
GEO,35786.0,3.84,78.94,2.13,1.44,3,3.25,34.67,343.93,446.81,512.0,15.38,24.99,8.01,3.85,78.23,3.55,0.0,HIGH,25.13
SSO,636.14,97.45,52.8,4.09,1.58,4,1.83,44.2,368.86,207.25,512.0,14.73,35.93,5.01,2.53,57.73,2.26,28.45,MEDIUM,61.5
LEO,687.45,48.95,39.69,3.57,0.01,3,1.9,55.71,361.01,43.01,512.0,74.83,57.98,3.36,2.04,41.79,2.2,34.48,MEDIUM,67.16
GEO,35786.0,2.9,61.26,2.66,1.63,4,2.1,14.94,200.44,254.14,512.0,33.08,41.92,7.74,2.53,60.07,2.51,0.0,HIGH,41.73
GEO,35786.0,2.26,58.74,1.01,0.89,4,4.49,6.59,249.01,258.35,512.0,25.29,50.85,8.27,4.84,60.64,4.73,0.0,HIGH,11.33
MEO,10080.13,49.93,71.12,2.61,0.26,1,0.72,22.1,127.71,222.38,512.0,92.39,34.43,9.05,1.07,74.66,1.14,35.28,HIGH,14.95
MEO,7624.96,52.88,70.4,1.31,0.97,4,2.54,46.64,93.49,150.77,512.0,68.37,62.67,7.11,2.99,74.16,3.06,0.0,HIGH,27.35
MEO,2770.03,53.82,78.74,3.24,0.29,5,3.99,17.97,414.46,39.11,512.0,46.88,56.27,7.72,4.51,73.23,4.36,0.0,HIGH,19.21
LEO,986.51,82.39,36.2,3.72,0.02,1,0.76,28.23,327.88,107.58,512.0,88.45,46.46,7.59,1.07,33.25,1.31,16.22,HIGH,42.08
SSO,743.11,98.47,80.44,4.1,0.11,5,4.4,28.18,298.34,163.39,512.0,72.78,26.74,2.18,4.68,82.04,4.92,59.65,MEDIUM,64.71
LEO,410.92,79.06,78.54,0.88,0.06,5,2.46,50.76,158.03,274.66,512.0,16.56,39.13,2.73,3.18,76.2,2.97,36.49,MEDIUM,50.02
SSO,697.87,97.76,69.62,0.66,1.72,2,1.58,28.68,334.62,442.71,512.0,40.84,46.4,1.3,2.05,66.71,1.88,61.71,LOW,78.03
GEO,35786.0,4.61,90.48,1.49,0.84,2,0.98,12.63,123.95,222.05,512.0,30.77,31.19,1.14,1.1,83.71,1.47,97.45,LOW,93.09
LEO,897.46,47.14,62.93,2.65,1.25,1,1.15,50.72,438.53,197.92,512.0,27.21,58.59,5.95,0.99,55.99,1.35,42.52,MEDIUM,63.42
LEO,694.08,95.73,31.55,4.24,0.11,4,4.67,32.63,334.46,14.33,512.0,71.14,71.69,4.76,5.27,28.54,4.9,0.0,HIGH,38.83
GEO,35786.0,4.89,96.31,3.87,0.49,3,2.55,6.95,94.99,188.0,512.0,78.15,26.39,3.88,2.98,90.73,3.07,65.21,MEDIUM,60.3
MEO,19408.02,57.62,41.38,1.22,1.62,4,2.46,45.89,66.15,146.92,512.0,91.11,31.04,9.8,2.57,33.64,2.67,0.0,HIGH,15.5
SSO,718.69,97.91,79.79,2.6,1.8,5,3.01,30.0,146.37,25.88,512.0,44.5,44.5,7.55,3.81,79.94,3.61,0.0,HIGH,40.28
MEO,11053.2,55.42,57.85,3.12,0.52,2,1.37,40.98,128.94,228.67,512.0,62.5,46.16,1.2,2.28,61.95,1.96,79.99,LOW,83.16
GEO,35786.0,4.21,67.56,3.22,0.81,4,2.84,6.13,328.34,131.32,512.0,23.04,43.03,3.36,3.15,60.7,3.18,36.6,MEDIUM,66.51
SSO,663.07,97.95,39.53,3.91,1.59,3,1.73,59.53,144.04,416.82,512.0,55.95,70.29,8.38,2.36,40.03,2.12,0.0,HIGH,38.25
SSO,626.7,97.98,54.22,1.51,0.77,4,2.7,32.44,197.59,32.75,512.0,93.42,33.31,6.76,3.35,46.42,3.12,0.0,HIGH,39.29
MEO,17112.23,52.04,36.0,1.47,0.91,2,1.73,31.55,129.14,126.74,512.0,33.45,47.74,5.89,1.86,32.36,1.95,0.0,HIGH,26.84
LEO,389.76,34.88,40.31,2.38,0.87,2,1.58,32.13,286.91,289.16,512.0,71.34,71.48,2.94,1.86,39.45,2.13,28.26,HIGH,38.62
GEO,35786.0,4.6,38.91,0.55,0.6,4,1.77,33.95,78.37,316.04,512.0,25.79,32.77,2.44,1.88,33.95,2.09,12.52,HIGH,30.81
LEO,994.08,81.15,82.32,2.38,0.0,5,5.66,41.53,262.98,379.2,512.0,20.58,33.54,4.95,6.53,79.86,6.24,0.0,HIGH,27.33
MEO,17127.61,53.72,36.29,1.16,0.32,2,0.82,46.53,318.05,288.46,512.0,94.07,40.77,7.12,1.15,33.91,1.03,2.41,HIGH,44.02
MEO,8535.62,52.65,78.81,3.64,0.06,1,0.8,27.5,168.67,313.6,512.0,65.64,78.45,4.12,1.56,74.75,1.23,89.61,HIGH,36.17
MEO,6199.65,45.57,31.5,3.81,1.56,5,2.21,45.15,309.42,235.35,512.0,15.26,75.95,2.76,2.8,27.54,2.64,29.87,HIGH,21.55
MEO,4969.78,56.75,59.79,3.41,1.71,1,1.01,24.64,377.64,212.09,512.0,17.18,35.98,3.29,1.43,61.91,1.52,68.19,LOW,99.58
LEO,934.13,32.93,94.26,2.41,1.76,2,1.88,44.7,300.97,317.73,512.0,24.09,46.05,9.32,2.29,87.14,2.45,0.0,HIGH,14.06
MEO,13654.2,58.17,76.6,2.47,0.3,5,4.63,7.36,86.87,427.83,512.0,67.17,63.88,5.03,5.15,81.03,5.05,0.0,HIGH,40.12
MEO,7524.94,45.25,44.75,4.36,0.75,2,1.38,6.27,59.64,177.27,512.0,20.55,22.86,5.15,2.04,42.1,1.78,37.48,MEDIUM,45.05
GEO,35786.0,1.52,69.86,1.31,0.84,4,3.82,27.6,185.07,354.68,512.0,92.09,56.9,2.62,4.68,63.16,4.31,12.18,HIGH,36.93
SSO,729.2,98.82,61.02,3.41,0.2,3,3.11,49.45,400.74,198.49,512.0,45.02,75.75,5.75,3.25,58.61,3.31,0.0,HIGH,30.68
SSO,555.36,97.09,32.68,2.94,0.47,2,1.08,56.35,246.09,226.95,512.0,63.65,41.31,4.89,1.28,24.98,1.63,16.17,HIGH,17.65
GEO,35786.0,0.85,37.3,1.15,0.68,2,0.88,8.09,257.01,459.16,512.0,20.54,51.12,8.96,1.17,36.02,1.21,0.0,HIGH,32.46
MEO,19269.82,59.67,71.36,2.98,1.63,3,2.76,23.77,188.92,291.83,512.0,32.49,33.65,8.04,3.11,64.8,3.0,0.0,HIGH,17.79
GEO,35786.0,1.75,36.29,0.88,1.77,5,5.12,8.23,292.62,461.03,512.0,15.22,62.25,2.82,4.94,29.17,5.33,0.0,HIGH,12.34
MEO,16682.01,50.0,51.0,2.01,1.24,2,1.53,35.55,322.95,16.55,512.0,35.54,41.17,5.94,1.54,45.64,1.89,2.18,HIGH,11.74
MEO,13195.21,59.55,83.69,0.99,0.45,2,1.66,26.64,237.2,133.4,512.0,55.33,69.9,2.65,2.21,87.57,2.04,60.45,HIGH,39.84
SSO,757.56,97.91,37.7,1.98,0.18,5,2.14,52.83,345.8,105.14,512.0,51.62,22.24,3.61,2.43,38.76,2.64,0.0,HIGH,34.89
SSO,752.0,97.62,57.78,1.01,1.05,2,1.54,19.19,395.86,18.88,512.0,25.93,64.69,9.06,2.23,59.66,2.12,0.0,HIGH,21.07
MEO,19535.18,55.12,65.47,2.91,1.49,1,0.7,53.87,435.73,65.82,512.0,72.57,38.96,2.13,1.08,65.18,1.14,84.6,MEDIUM,59.25
LEO,810.58,58.83,54.26,3.34,0.89,1,0.6,10.21,153.28,216.51,512.0,54.03,69.28,4.62,0.7,51.79,0.83,69.5,HIGH,17.64
LEO,881.88,44.88,71.81,2.69,1.52,3,2.65,37.36,241.8,286.07,512.0,32.99,22.33,4.05,2.68,70.96,2.97,25.86,MEDIUM,74.39
GEO,35786.0,2.57,30.33,2.55,0.5,3,1.8,43.56,407.07,279.66,512.0,51.88,20.81,5.19,2.47,23.08,2.24,0.0,HIGH,16.64
MEO,12316.75,49.5,61.36,1.19,0.28,2,2.04,14.68,410.37,404.35,512.0,71.83,35.76,7.97,2.58,64.6,2.41,0.0,HIGH,33.09
LEO,825.64,61.3,74.28,1.73,1.02,2,1.07,8.57,60.77,308.2,512.0,48.1,30.03,6.96,1.42,75.17,1.29,36.44,MEDIUM,68.04
MEO,5551.2,47.5,72.96,2.64,1.44,5,4.75,38.01,78.07,134.93,512.0,26.2,78.62,4.61,5.35,65.77,4.99,0.0,HIGH,26.01
SSO,627.94,98.42,97.25,3.4,0.48,4,2.29,34.1,414.38,363.84,512.0,56.09,25.65,9.26,2.76,93.4,2.67,0.0,HIGH,23.29
MEO,17927.81,54.78,34.68,1.37,1.27,1,0.87,35.69,319.2,38.31,512.0,60.55,64.79,4.32,1.0,27.15,1.17,18.34,HIGH,17.27
SSO,678.92,98.47,88.6,1.22,1.12,4,1.64,6.74,196.38,233.39,512.0,12.5,30.77,8.71,1.94,85.81,2.0,0.0,HIGH,37.55
GEO,35786.0,3.91,73.05,3.2,0.4,1,1.06,24.45,175.63,313.89,512.0,25.6,30.52,1.04,1.21,78.02,1.27,100.0,LOW,85.67
LEO,557.21,35.31,74.01,2.63,1.37,1,0.64,19.43,189.64,403.83,512.0,77.39,28.63,7.26,0.79,73.8,1.0,58.35,MEDIUM,57.65
LEO,565.16,73.14,31.74,4.01,0.36,2,0.94,14.69,370.5,223.58,512.0,17.73,65.14,5.68,0.92,24.62,1.15,37.48,HIGH,44.19
SSO,547.77,98.16,47.47,0.61,0.76,1,0.74,45.45,436.12,419.65,512.0,38.95,72.63,6.11,0.76,52.11,1.04,13.59,HIGH,13.38
GEO,35786.0,2.1,39.87,2.26,1.75,1,0.9,24.12,240.75,44.58,512.0,15.11,21.72,3.98,0.9,32.64,1.12,37.86,MEDIUM,50.59
SSO,675.85,98.08,82.69,0.87,0.72,5,4.75,22.91,163.0,334.36,512.0,84.11,41.31,6.05,5.15,86.34,5.1,0.0,HIGH,19.8
LEO,979.97,56.52,74.55,0.67,1.13,5,2.84,32.84,347.01,115.83,512.0,29.49,43.17,9.2,2.91,68.67,3.19,0.0,HIGH,24.7
LEO,941.24,51.66,94.17,2.94,0.99,5,3.42,7.29,66.54,403.54,512.0,10.98,59.58,9.79,3.75,92.79,4.0,0.0,HIGH,27.88
GEO,35786.0,0.94,77.55,1.13,1.79,2,1.54,37.13,188.41,328.28,512.0,20.97,26.35,1.92,2.29,74.17,2.01,66.03,LOW,95.76
MEO,4713.36,59.65,88.83,4.11,0.22,1,0.52,27.21,134.72,302.82,512.0,10.61,36.3,9.44,1.15,90.15,1.02,75.36,LOW,84.41
MEO,16741.64,55.31,64.51,0.85,0.62,1,0.86,12.81,376.35,447.68,512.0,75.16,24.76,4.24,1.42,62.16,1.29,39.01,MEDIUM,72.94
GEO,35786.0,3.94,69.79,4.06,0.93,3,3.02,57.19,140.25,388.83,512.0,30.07,24.77,5.8,3.57,70.25,3.31,0.0,HIGH,14.02
LEO,321.94,67.23,32.41,3.81,1.42,2,2.0,17.08,122.34,71.81,512.0,34.82,35.33,8.31,2.22,30.1,2.5,0.0,HIGH,11.26
SSO,503.06,97.15,43.55,3.46,0.33,5,5.61,44.49,344.9,450.92,512.0,26.42,67.43,6.08,5.84,43.68,5.88,0.0,HIGH,13.53
MEO,2569.39,51.62,90.84,3.42,0.12,2,1.94,45.66,394.0,333.93,512.0,42.27,33.08,9.93,2.85,92.78,2.53,0.0,HIGH,20.56
LEO,478.75,57.71,33.9,3.25,0.52,2,2.11,45.02,398.79,258.46,512.0,50.73,26.57,5.49,2.23,31.78,2.35,0.0,HIGH,23.56
GEO,35786.0,3.43,49.04,4.04,1.07,3,2.73,54.08,172.82,240.65,512.0,40.37,70.56,6.54,2.7,53.26,2.97,0.0,HIGH,38.26
SSO,788.15,98.41,59.28,4.33,0.98,3,3.52,50.77,358.02,93.61,512.0,69.35,65.28,4.46,3.85,61.98,3.86,0.0,HIGH,28.63
SSO,586.86,98.79,38.93,3.92,0.21,5,5.65,17.43,444.33,418.36,512.0,37.63,20.23,8.75,6.18,37.74,6.22,0.0,HIGH,32.91
MEO,11546.51,46.83,43.57,0.74,1.46,2,1.0,26.81,183.83,11.14,512.0,54.95,59.13,7.54,1.09,38.04,1.24,0.0,HIGH,21.5
GEO,35786.0,0.8,69.19,2.34,1.11,2,0.88,42.04,99.21,302.94,512.0,63.29,57.39,2.14,1.57,69.67,1.33,78.81,MEDIUM,74.99
GEO,35786.0,3.41,63.87,4.19,0.53,3,3.16,59.9,70.4,93.17,512.0,75.42,74.06,1.92,3.37,58.0,3.51,70.21,HIGH,19.85
GEO,35786.0,1.54,35.08,2.06,0.3,3,2.28,20.56,324.42,224.52,512.0,80.58,74.45,1.31,3.02,37.56,2.72,36.54,HIGH,26.69
GEO,35786.0,4.7,50.2,1.38,0.25,2,1.69,15.2,127.73,195.49,512.0,90.31,48.14,5.26,1.63,50.52,1.9,1.88,HIGH,19.31
SSO,554.41,97.7,93.36,0.93,1.11,5,2.56,49.35,283.32,169.78,512.0,30.21,51.72,8.66,2.72,93.95,2.9,0.0,HIGH,39.88
GEO,35786.0,0.23,52.35,2.07,0.1,2,1.35,21.68,364.93,305.43,512.0,91.15,77.54,7.92,1.48,56.27,1.81,0.0,HIGH,22.05
LEO,430.71,92.53,63.59,1.89,1.22,4,3.88,49.64,120.32,282.73,512.0,83.28,38.24,4.73,4.21,58.15,4.48,0.0,HIGH,30.51
LEO,900.25,80.78,37.4,3.67,1.6,1,1.06,39.69,157.41,176.25,512.0,54.01,53.98,8.85,1.73,42.39,1.51,0.0,HIGH,43.85
MEO,19933.7,57.34,63.15,3.44,0.32,2,1.28,25.61,432.95,303.1,512.0,42.51,55.56,6.44,1.14,67.37,1.52,40.83,MEDIUM,72.81
LEO,352.06,93.2,47.1,4.15,1.43,3,2.23,30.65,304.12,418.07,512.0,59.88,46.91,9.21,2.69,46.81,2.59,0.0,HIGH,27.79
GEO,35786.0,3.08,68.55,4.47,0.78,3,2.34,56.34,191.62,44.02,512.0,43.2,36.31,6.19,2.75,63.63,2.63,16.12,HIGH,39.53
LEO,421.38,50.32,69.02,2.11,0.98,4,4.47,25.97,371.19,373.31,512.0,34.94,25.91,4.47,4.64,63.19,4.73,0.0,HIGH,16.82
LEO,809.36,49.81,46.67,3.38,1.07,4,1.94,44.35,93.1,358.32,512.0,38.98,52.7,6.37,2.62,39.77,2.5,0.0,HIGH,20.74
MEO,11316.19,51.36,40.4,3.27,0.93,4,3.55,48.32,435.37,315.72,512.0,44.71,74.51,1.68,4.25,35.06,3.95,36.36,HIGH,24.26
SSO,685.26,97.23,31.68,2.05,1.36,4,2.46,15.57,191.2,153.89,512.0,45.07,59.01,7.34,3.39,29.83,3.04,0.0,HIGH,19.78
LEO,973.26,71.5,56.56,3.79,1.31,3,3.43,32.95,410.84,59.71,512.0,87.28,20.19,3.46,3.98,58.86,3.79,16.89,HIGH,27.67
GEO,35786.0,2.26,48.23,0.92,0.66,5,5.64,6.96,197.16,80.41,512.0,12.29,25.33,9.63,5.73,50.76,5.96,0.0,HIGH,37.4
SSO,741.33,97.46,98.83,2.59,1.72,1,0.65,31.86,363.2,292.75,512.0,63.35,29.51,7.32,1.42,97.68,1.2,72.67,LOW,93.76
LEO,784.41,35.64,76.75,4.23,0.72,3,3.49,21.02,189.55,454.98,512.0,14.51,46.55,5.62,3.61,72.73,3.76,0.0,HIGH,15.04
MEO,11729.83,57.86,35.52,4.13,0.64,2,1.56,18.92,157.24,255.0,512.0,55.38,68.6,9.46,1.49,29.57,1.87,0.0,HIGH,44.55
LEO,981.33,87.06,77.75,3.54,0.51,1,0.46,43.59,423.87,472.27,512.0,94.05,39.59,5.28,1.09,72.92,1.03,84.79,HIGH,31.9
